9.4727,7.5378
5.553,4.4722
10.583,9.4282
7.751,6.5367
2.9781,3.4932
4.1572,4.3561
3.7757,4.0342
4.0826,4.4405
4.7875,4.7283
5.6817,4.9884
5.1242,5.0039
4.9293,4.527
13.24,10.491
8.9673,7.5999
6.7885,5.6606
4.8242,4.2262
4.8097,4.7885
4.6505,4.8528
4.8328,4.3944
5.6955,5.3314
8.5941,7.2437
7.1728,5.3469
3.3214,3.6682
4.8861,4.5377
4.4546,4.2929
2.7899,3.2794
5.7064,5.4121
6.4684,6.3471
11.613,10.101
12.187,9.9423
12.826,10.7
2.1713,3.0204
8.1843,7.3946
7.644,7.0159
8.4806,7.6745
7.1832,6.1484
6.3502,5.7372
6.4376,5.87
7.2757,5.9832
9.0996,7.1028
2.914,3.8067
